timestamp,temperature,humidity,pressure,sensor_id
2024-01-06 08:00:00,17.76,70.86,1013.12,S3
2024-01-06 09:00:00,20.23,76.67,996.12,S3
2024-01-06 10:00:00,22.5,75.63,1011.83,S1
2024-01-06 11:00:00,21.69,83.34,1001.97,S2
2024-01-06 12:00:00,23.05,71.25,1006.51,S3
2024-01-06 13:00:00,20.17,70.12,1014.89,S2
2024-01-06 14:00:00,17.05,85.44,1019.05,S2
2024-01-06 15:00:00,18.23,80.85,1005.85,S3
2024-01-06 16:00:00,22.1,78.11,1024.22,S3
2024-01-06 17:00:00,23.1,71.51,1001.15,S2
2024-01-06 18:00:00,17.17,77.02,1020.83,S1
2024-01-06 19:00:00,23.82,68.47,1008.82,S2
2024-01-06 20:00:00,21.93,72.36,1022.56,S1
2024-01-06 21:00:00,20.87,69.11,1008.81,S2
2024-01-06 22:00:00,19.76,71.16,1006.05,S3
2024-01-06 23:00:00,24.21,68.96,1019.09,S1
2024-01-07 00:00:00,22.83,78.4,1017.41,S2
2024-01-07 01:00:00,22.02,83.86,1007.59,S1
2024-01-07 02:00:00,19.58,79.8,1018.42,S3
2024-01-07 03:00:00,24.28,78.66,1011.68,S1
2024-01-07 04:00:00,21.12,73.23,1014.47,S3
2024-01-07 05:00:00,21.66,75.88,1016.37,S3
2024-01-07 06:00:00,21.22,69.55,998.94,S1
2024-01-07 07:00:00,19.55,68.42,1013.03,S3
2024-01-07 08:00:00,21.73,67.65,998.37,S3
2024-01-07 09:00:00,22.49,68.81,1002.51,S3
2024-01-07 10:00:00,20.22,78.34,1011.91,S1
2024-01-07 11:00:00,21.58,78.89,1022.78,S3
2024-01-07 12:00:00,21.23,70.4,1010.66,S2
2024-01-07 13:00:00,22.95,76.37,1009.46,S3
2024-01-07 14:00:00,20.53,80.61,1008.48,S2
2024-01-07 15:00:00,21.59,74.14,1016.92,S1
2024-01-07 16:00:00,22.02,71.18,1001.81,S2
2024-01-07 17:00:00,20.51,72.82,998.95,S3
2024-01-07 18:00:00,19.51,82.05,1026.52,S3
2024-01-07 19:00:00,19.84,74.55,1017.14,S3
2024-01-07 20:00:00,21.99,85.57,1005.98,S3
2024-01-07 21:00:00,20.71,71.56,1006.58,S3
2024-01-07 22:00:00,20.69,72.36,1007.44,S3
2024-01-07 23:00:00,22.4,67.87,999.94,S1
2024-01-08 00:00:00,23.24,80.25,1009.87,S3
2024-01-08 01:00:00,23.59,75.36,1013.23,S2
2024-01-08 02:00:00,19.99,70.39,1026.55,S2
2024-01-08 03:00:00,23.07,73.09,1014.06,S2
2024-01-08 04:00:00,25.4,77.31,1020.42,S1
2024-01-08 05:00:00,21.49,70.75,1010.09,S2
2024-01-08 06:00:00,21.1,76.59,1008.41,S2
2024-01-08 07:00:00,20.69,79.38,1012.94,S2
2024-01-08 08:00:00,19.13,72.71,1021.56,S1
2024-01-08 09:00:00,22.95,65.57,1007.01,S2
2024-01-08 10:00:00,21.14,73.53,1015.22,S2
2024-01-08 11:00:00,20.98,72.36,1014.95,S1
2024-01-08 12:00:00,22.66,68.65,1012.75,S3
2024-01-08 13:00:00,22.85,77.81,1021.63,S2
2024-01-08 14:00:00,20.1,78.0,1013.42,S3
2024-01-08 15:00:00,20.15,75.96,1011.59,S2
2024-01-08 16:00:00,20.07,72.7,1012.47,S1
2024-01-08 17:00:00,25.55,75.54,991.82,S3
2024-01-08 18:00:00,24.28,71.62,1011.41,S1
2024-01-08 19:00:00,22.75,78.29,1002.35,S3
2024-01-08 20:00:00,20.59,72.68,1010.93,S1
2024-01-08 21:00:00,20.84,73.6,1012.76,S3
2024-01-08 22:00:00,22.09,74.02,1017.59,S3
2024-01-08 23:00:00,25.78,91.2,1033.14,S3
2024-01-09 00:00:00,21.95,69.76,1026.45,S2
2024-01-09 01:00:00,22.4,72.5,1012.89,S3
2024-01-09 02:00:00,16.29,66.84,1018.59,S3
2024-01-09 03:00:00,21.91,76.12,1009.0,S2
2024-01-09 04:00:00,18.61,83.51,1014.92,S2
2024-01-09 05:00:00,20.43,73.71,1015.14,S1
2024-01-09 06:00:00,21.51,71.64,1003.2,S1
2024-01-09 07:00:00,20.82,74.54,1008.39,S2
2024-01-09 08:00:00,20.16,80.02,996.03,S2
2024-01-09 09:00:00,20.18,81.75,1011.25,S2
2024-01-09 10:00:00,21.02,69.61,1012.64,S2
2024-01-09 11:00:00,20.94,78.13,1012.27,S2
2024-01-09 12:00:00,21.5,74.33,1002.99,S1
2024-01-09 13:00:00,21.36,82.05,1012.2,S2
2024-01-09 14:00:00,24.03,86.31,1014.62,S2
2024-01-09 15:00:00,17.38,83.94,1017.62,S1
2024-01-09 16:00:00,21.98,69.9,1015.68,S3
2024-01-09 17:00:00,21.64,70.62,1009.87,S1
2024-01-09 18:00:00,21.23,83.3,1011.58,S1
2024-01-09 19:00:00,20.1,74.31,1015.56,S2
2024-01-09 20:00:00,21.22,70.98,1008.76,S3
2024-01-09 21:00:00,18.25,68.01,1004.47,S1
2024-01-09 22:00:00,21.94,75.52,1009.22,S3
2024-01-09 23:00:00,22.31,72.76,1016.87,S1
2024-01-10 00:00:00,20.13,76.77,1020.22,S2
2024-01-10 01:00:00,25.43,75.77,1022.32,S1
2024-01-10 02:00:00,21.32,68.74,1004.52,S1
2024-01-10 03:00:00,21.65,70.73,1032.25,S1
2024-01-10 04:00:00,24.24,79.54,1005.93,S3
2024-01-10 05:00:00,25.86,79.98,1010.73,S3
2024-01-10 06:00:00,19.34,72.95,1024.9,S2
2024-01-10 07:00:00,20.44,75.69,996.33,S3
2024-01-10 08:00:00,21.39,69.6,1014.31,S3
2024-01-10 09:00:00,20.12,74.54,1010.12,S3
2024-01-10 10:00:00,23.31,80.33,999.05,S2
2024-01-10 11:00:00,19.92,83.14,999.2,S2
2024-01-10 12:00:00,24.16,74.17,1024.22,S2
2024-01-10 13:00:00,22.88,73.23,1018.16,S2
2024-01-10 14:00:00,23.97,67.61,1022.48,S1
2024-01-10 15:00:00,19.95,71.8,1002.6,S2
2024-01-10 16:00:00,20.89,74.45,1015.88,S2
2024-01-10 17:00:00,23.46,73.92,1035.58,S1
2024-01-10 18:00:00,23.1,71.95,1010.63,S1
2024-01-10 19:00:00,21.1,80.72,1013.5,S3
2024-01-10 20:00:00,21.4,76.86,1013.11,S3
2024-01-10 21:00:00,20.82,73.96,1011.91,S2
2024-01-10 22:00:00,21.36,78.2,1005.21,S3
2024-01-10 23:00:00,19.78,74.65,1013.44,S1
2024-01-11 00:00:00,19.45,82.54,1029.28,S3
2024-01-11 01:00:00,23.73,70.8,1012.5,S3
2024-01-11 02:00:00,21.32,76.42,1025.21,S2
2024-01-11 03:00:00,24.04,64.14,1041.56,S1
2024-01-11 04:00:00,22.93,72.81,1004.86,S1
2024-01-11 05:00:00,22.37,75.53,1018.4,S3
2024-01-11 06:00:00,20.33,73.16,1001.36,S3
2024-01-11 07:00:00,19.34,69.24,1011.59,S3
2024-01-11 08:00:00,20.86,71.29,1037.95,S2
2024-01-11 09:00:00,24.84,69.73,1019.47,S3
2024-01-11 10:00:00,23.56,74.16,1016.06,S3
2024-01-11 11:00:00,20.69,78.68,1001.17,S2
2024-01-11 12:00:00,20.91,73.02,1006.95,S1
2024-01-11 13:00:00,19.95,83.8,1004.65,S2
2024-01-11 14:00:00,18.72,75.9,1002.7,S3
2024-01-11 15:00:00,22.02,64.51,1021.29,S3
2024-01-11 16:00:00,25.28,76.41,1019.9,S1
2024-01-11 17:00:00,25.31,74.49,1011.35,S2
2024-01-11 18:00:00,23.06,81.63,1007.54,S3
2024-01-11 19:00:00,20.64,74.66,1020.26,S1
2024-01-11 20:00:00,18.96,73.47,1029.85,S3
2024-01-11 21:00:00,23.96,85.1,1022.91,S1
2024-01-11 22:00:00,22.76,64.21,1014.09,S3
2024-01-11 23:00:00,21.24,73.01,1022.22,S3
2024-01-12 00:00:00,20.92,76.06,1022.68,S1
2024-01-12 01:00:00,23.09,72.73,1014.53,S1
2024-01-12 02:00:00,20.24,64.22,1014.52,S3
2024-01-12 03:00:00,22.38,76.75,1007.72,S1
2024-01-12 04:00:00,19.47,72.43,1021.29,S3
2024-01-12 05:00:00,26.37,74.04,1011.31,S3
2024-01-12 06:00:00,20.55,81.01,1003.21,S2
2024-01-12 07:00:00,23.23,76.24,1003.55,S3
2024-01-12 08:00:00,19.54,71.62,1012.6,S3
2024-01-12 09:00:00,21.62,76.68,1003.55,S1
2024-01-12 10:00:00,23.72,72.59,1040.2,S2
2024-01-12 11:00:00,24.16,73.19,1017.88,S1
2024-01-12 12:00:00,23.49,78.49,1008.06,S1
2024-01-12 13:00:00,21.7,71.5,1014.84,S3
2024-01-12 14:00:00,20.65,77.51,1020.36,S3
2024-01-12 15:00:00,19.83,73.55,1015.18,S3
2024-01-12 16:00:00,25.0,72.16,1003.4,S1
2024-01-12 17:00:00,22.21,72.17,1011.9,S1
2024-01-12 18:00:00,22.59,71.62,1010.6,S3
2024-01-12 19:00:00,24.35,75.14,1008.45,S1
2024-01-12 20:00:00,23.2,73.32,1004.71,S2
2024-01-12 21:00:00,21.78,81.54,1021.76,S2
2024-01-12 22:00:00,23.53,70.25,1017.71,S2
2024-01-12 23:00:00,20.8,77.4,1017.63,S1
2024-01-13 00:00:00,18.95,80.4,994.48,S2
2024-01-13 01:00:00,24.88,83.33,1009.01,S3
2024-01-13 02:00:00,20.99,70.62,1025.5,S3
2024-01-13 03:00:00,21.46,79.8,1016.93,S3
2024-01-13 04:00:00,21.65,75.7,1001.36,S2
2024-01-13 05:00:00,20.88,79.93,1029.67,S2
2024-01-13 06:00:00,24.3,71.44,988.76,S1
2024-01-13 07:00:00,22.85,74.08,1014.28,S3
2024-01-13 08:00:00,21.5,72.84,1030.16,S1
2024-01-13 09:00:00,19.56,72.41,997.32,S2
2024-01-13 10:00:00,22.73,74.86,1008.24,S1
2024-01-13 11:00:00,17.23,87.13,998.94,S3
2024-01-13 12:00:00,22.6,78.0,1027.12,S1
2024-01-13 13:00:00,24.83,72.9,1004.81,S1
2024-01-13 14:00:00,22.28,73.19,1022.94,S2
2024-01-13 15:00:00,24.57,77.46,1026.89,S2
2024-01-13 16:00:00,19.7,73.71,1000.15,S2
2024-01-13 17:00:00,26.25,73.73,998.04,S2
2024-01-13 18:00:00,24.37,69.09,1017.79,S3
2024-01-13 19:00:00,23.14,74.4,1020.76,S3
2024-01-13 20:00:00,20.99,62.01,1012.29,S1
2024-01-13 21:00:00,20.67,65.79,1013.26,S3
2024-01-13 22:00:00,22.06,72.88,1027.8,S1
2024-01-13 23:00:00,24.62,77.93,1010.6,S2
2024-01-14 00:00:00,19.59,82.68,1026.76,S1
2024-01-14 01:00:00,22.25,76.63,1007.24,S1
2024-01-14 02:00:00,23.7,77.29,1036.98,S3
2024-01-14 03:00:00,24.1,75.18,1004.15,S1
2024-01-14 04:00:00,23.71,78.81,1024.84,S3
2024-01-14 05:00:00,19.42,75.68,1003.34,S1
2024-01-14 06:00:00,24.52,76.47,1020.87,S3
2024-01-14 07:00:00,22.4,66.79,1012.92,S2
2024-01-14 08:00:00,20.1,75.92,1015.78,S3
2024-01-14 09:00:00,22.23,74.72,1019.66,S2
2024-01-14 10:00:00,18.37,72.52,1015.46,S3
2024-01-14 11:00:00,23.45,72.89,1014.58,S2
2024-01-14 12:00:00,22.05,67.93,994.42,S2
2024-01-14 13:00:00,19.77,77.29,1026.79,S3
2024-01-14 14:00:00,21.74,75.77,1028.29,S2
2024-01-14 15:00:00,20.91,74.94,1011.93,S1
2024-01-14 16:00:00,21.04,75.74,1018.57,S1
2024-01-14 17:00:00,17.82,68.35,1026.66,S2
2024-01-14 18:00:00,19.0,83.4,1019.01,S2
2024-01-14 19:00:00,21.89,79.29,1007.68,S2
2024-01-14 20:00:00,21.56,77.68,1000.99,S3
2024-01-14 21:00:00,24.31,82.0,1019.34,S1
2024-01-14 22:00:00,21.11,75.63,1014.39,S2
2024-01-14 23:00:00,21.33,73.16,1012.95,S2
2024-01-15 00:00:00,21.43,75.94,1005.38,S3
2024-01-15 01:00:00,22.0,82.2,1009.59,S1
2024-01-15 02:00:00,22.58,70.09,1016.37,S2
2024-01-15 03:00:00,21.59,82.13,1010.06,S1
2024-01-15 04:00:00,23.56,67.8,1013.33,S3
2024-01-15 05:00:00,27.02,77.22,1012.69,S1
2024-01-15 06:00:00,20.78,79.6,1019.57,S2
2024-01-15 07:00:00,23.22,77.77,998.64,S2
2024-01-15 08:00:00,22.5,79.78,1009.44,S1
2024-01-15 09:00:00,24.54,73.91,1001.98,S3
2024-01-15 10:00:00,22.86,68.17,1014.56,S3
2024-01-15 11:00:00,21.01,79.79,1004.9,S3
2024-01-15 12:00:00,20.14,83.78,1022.39,S3
2024-01-15 13:00:00,23.7,73.71,1008.89,S2
2024-01-15 14:00:00,20.32,77.94,1007.24,S1
2024-01-15 15:00:00,24.86,70.4,1004.67,S2
2024-01-15 16:00:00,23.6,70.02,1015.51,S1
2024-01-15 17:00:00,22.68,75.06,1000.31,S1
2024-01-15 18:00:00,19.89,70.88,1012.07,S3
2024-01-15 19:00:00,23.87,75.0,1011.84,S3
2024-01-15 20:00:00,25.76,89.67,1007.78,S1
2024-01-15 21:00:00,21.68,70.98,1015.19,S1
2024-01-15 22:00:00,21.06,76.22,1008.37,S1
2024-01-15 23:00:00,22.36,65.71,1015.85,S2
2024-01-16 00:00:00,23.49,77.12,1007.55,S1
2024-01-16 01:00:00,21.5,70.97,1005.56,S2
2024-01-16 02:00:00,24.37,75.96,1015.56,S1
2024-01-16 03:00:00,26.4,75.82,1021.07,S3
2024-01-16 04:00:00,23.24,75.19,1041.57,S1
2024-01-16 05:00:00,21.94,69.75,1009.6,S1
2024-01-16 06:00:00,23.48,73.07,1020.72,S2
2024-01-16 07:00:00,24.96,75.66,1008.55,S1
2024-01-16 08:00:00,22.93,73.27,1020.56,S2
2024-01-16 09:00:00,23.59,81.49,1026.02,S2
2024-01-16 10:00:00,24.03,74.68,1014.29,S3
2024-01-16 11:00:00,20.88,69.51,1020.11,S3
2024-01-16 12:00:00,23.55,76.63,1017.45,S3
2024-01-16 13:00:00,19.96,62.23,1013.11,S3
2024-01-16 14:00:00,21.33,84.27,1008.73,S2
2024-01-16 15:00:00,24.95,65.86,1009.49,S1
2024-01-16 16:00:00,24.41,78.94,999.77,S2
2024-01-16 17:00:00,22.13,78.16,1023.38,S3
2024-01-16 18:00:00,26.09,68.8,1031.71,S1
2024-01-16 19:00:00,20.06,77.25,998.9,S2
2024-01-16 20:00:00,22.28,71.0,1023.38,S1
2024-01-16 21:00:00,23.25,73.62,1012.56,S2
2024-01-16 22:00:00,17.09,76.79,1006.6,S1
2024-01-16 23:00:00,22.4,74.2,1014.43,S1
2024-01-17 00:00:00,20.47,69.43,1004.97,S3
2024-01-17 01:00:00,20.52,76.48,1015.34,S3
2024-01-17 02:00:00,22.19,73.39,1010.06,S1
2024-01-17 03:00:00,19.09,73.87,1009.56,S1
2024-01-17 04:00:00,21.13,74.17,1024.77,S3
2024-01-17 05:00:00,19.15,67.69,995.5,S2
2024-01-17 06:00:00,23.01,68.8,1007.32,S1
2024-01-17 07:00:00,22.98,71.47,993.2,S2
2024-01-17 08:00:00,22.08,76.46,1014.31,S3
2024-01-17 09:00:00,24.77,69.76,1008.05,S1
2024-01-17 10:00:00,22.2,80.35,1005.78,S2
2024-01-17 11:00:00,22.75,75.41,1015.83,S3
2024-01-17 12:00:00,20.99,76.22,1019.12,S1
2024-01-17 13:00:00,18.2,72.74,1024.83,S2
2024-01-17 14:00:00,22.53,66.41,1042.31,S1
2024-01-17 15:00:00,22.27,77.05,1007.31,S2
2024-01-17 16:00:00,26.25,70.78,1006.25,S2
2024-01-17 17:00:00,24.17,66.92,1013.05,S1
2024-01-17 18:00:00,22.02,70.21,1013.87,S3
2024-01-17 19:00:00,23.13,73.98,1030.33,S1
2024-01-17 20:00:00,24.67,62.48,1018.22,S3
2024-01-17 21:00:00,23.9,72.69,1003.56,S2
2024-01-17 22:00:00,26.21,79.41,1002.99,S2
2024-01-17 23:00:00,21.3,74.53,1019.81,S2
2024-01-18 00:00:00,24.83,80.36,1010.92,S3
2024-01-18 01:00:00,22.05,72.34,1027.16,S2
2024-01-18 02:00:00,23.29,80.12,1018.15,S1
2024-01-18 03:00:00,21.79,67.64,1002.55,S2
2024-01-18 04:00:00,22.63,77.35,1001.24,S3
2024-01-18 05:00:00,23.34,73.81,1016.45,S3
2024-01-18 06:00:00,24.11,81.12,1009.58,S1
2024-01-18 07:00:00,23.06,72.28,1024.39,S1
2024-01-18 08:00:00,17.97,69.07,1016.39,S3
2024-01-18 09:00:00,22.79,76.87,1016.2,S3
2024-01-18 10:00:00,25.89,82.57,1000.71,S1
2024-01-18 11:00:00,22.79,75.51,1008.23,S1
2024-01-18 12:00:00,25.96,74.11,1012.53,S1
2024-01-18 13:00:00,22.73,68.25,994.26,S1
2024-01-18 14:00:00,19.84,79.05,1019.23,S3
2024-01-18 15:00:00,22.12,74.06,1021.54,S2
2024-01-18 16:00:00,21.88,77.82,1007.71,S3
2024-01-18 17:00:00,22.54,75.29,1025.69,S1
2024-01-18 18:00:00,20.64,84.51,1025.25,S3
2024-01-18 19:00:00,23.0,71.51,1018.24,S1
2024-01-18 20:00:00,22.37,71.69,1012.39,S3
2024-01-18 21:00:00,25.6,79.36,1022.96,S1
2024-01-18 22:00:00,20.62,79.48,998.1,S1
2024-01-18 23:00:00,23.53,79.64,1013.75,S3
2024-01-19 00:00:00,23.87,74.22,1004.56,S1
2024-01-19 01:00:00,24.61,75.32,1006.37,S2
2024-01-19 02:00:00,22.34,67.54,1017.5,S1
2024-01-19 03:00:00,23.51,73.47,1004.96,S1
2024-01-19 04:00:00,23.78,75.66,997.7,S1
2024-01-19 05:00:00,19.79,75.66,1035.2,S2
2024-01-19 06:00:00,22.43,70.48,1006.96,S3
2024-01-19 07:00:00,23.03,68.77,1004.56,S2
2024-01-19 08:00:00,23.27,79.48,1024.94,S2
2024-01-19 09:00:00,23.26,78.69,1006.98,S2
2024-01-19 10:00:00,23.99,73.09,1000.3,S3
2024-01-19 11:00:00,27.0,79.41,1003.85,S1
2024-01-19 12:00:00,21.94,78.94,1008.69,S2
2024-01-19 13:00:00,23.9,65.85,1002.29,S1
2024-01-19 14:00:00,25.75,73.72,1004.67,S2
2024-01-19 15:00:00,19.55,80.93,1008.53,S2
2024-01-19 16:00:00,23.69,66.28,1022.72,S2
2024-01-19 17:00:00,19.8,66.98,1033.72,S2
2024-01-19 18:00:00,27.54,77.36,1024.09,S2
2024-01-19 19:00:00,24.22,80.68,1010.72,S2
2024-01-19 20:00:00,23.96,72.82,998.89,S3
2024-01-19 21:00:00,19.45,71.87,1020.01,S1
2024-01-19 22:00:00,22.19,65.72,1002.77,S1
2024-01-19 23:00:00,22.21,72.72,1009.31,S3
2024-01-20 00:00:00,26.75,66.85,1029.16,S2
2024-01-20 01:00:00,24.68,72.43,1030.04,S3
2024-01-20 02:00:00,19.92,80.75,1014.78,S3
2024-01-20 03:00:00,24.17,67.72,1025.27,S3
2024-01-20 04:00:00,20.23,72.93,1024.92,S1
2024-01-20 05:00:00,19.99,78.49,1019.57,S3
2024-01-20 06:00:00,24.16,70.3,1010.29,S2
2024-01-20 07:00:00,24.75,76.22,1007.44,S3
2024-01-20 08:00:00,24.18,78.23,1013.44,S1
2024-01-20 09:00:00,27.03,74.57,1000.17,S1
2024-01-20 10:00:00,24.02,74.66,1008.23,S2
2024-01-20 11:00:00,23.63,68.68,1018.98,S3
2024-01-20 12:00:00,20.86,72.17,1006.7,S2
2024-01-20 13:00:00,25.02,74.97,1028.45,S3
2024-01-20 14:00:00,20.0,64.65,1015.46,S2
2024-01-20 15:00:00,27.36,62.92,1020.83,S2
2024-01-20 16:00:00,25.06,73.38,1010.87,S2
2024-01-20 17:00:00,28.91,76.04,1019.32,S1
2024-01-20 18:00:00,24.11,74.58,1001.71,S1
2024-01-20 19:00:00,25.18,66.03,1017.23,S3
2024-01-20 20:00:00,22.79,79.65,1018.17,S1
2024-01-20 21:00:00,23.27,74.65,1025.83,S2
2024-01-20 22:00:00,21.26,78.98,992.93,S1
2024-01-20 23:00:00,20.47,70.93,1006.28,S1
2024-01-21 00:00:00,23.75,75.44,995.2,S3
2024-01-21 01:00:00,23.28,76.72,1004.6,S2
